Block_Number,Trial_Number,Subject_Key_Box,Correct_Response,Answered_Correctly,Left_Zoid,Left_Zoid_Orientation,Right_Zoid,Right_Zoid_Orientation,Response.rt.box,Crit Score,Color vision,Handedness,SID
2,9,3,same,TRUE,t,0,t,180,0.818222595,8018,,,18S020
2,10,2,diff,TRUE,l,270,t,270,0.66814286,8018,,,18S020
2,11,3,same,TRUE,t,270,t,0,0.767935762,8018,,,18S020
2,12,2,diff,TRUE,i,90,t,270,0.617912551,8018,,,18S020
2,13,2,diff,TRUE,t,180,z,90,1.001442278,8018,,,18S020
2,14,2,diff,TRUE,j,0,z,0,0.58459282,8018,,,18S020
2,15,3,same,TRUE,s,90,s,0,0.784653064,8018,,,18S020
2,16,3,same,TRUE,o,0,o,0,0.801575675,8018,,,18S020
2,17,3,same,TRUE,l,90,l,90,0.784318659,8018,,,18S020
2,18,2,diff,TRUE,j,180,z,90,0.918108854,8018,,,18S020
2,19,2,diff,TRUE,j,90,t,0,0.934941392,8018,,,18S020
2,20,2,diff,TRUE,o,0,j,270,0.65165749,8018,,,18S020
2,21,2,diff,TRUE,o,0,z,0,0.50153217,8018,,,18S020
2,22,3,same,TRUE,z,90,z,0,0.950635058,8018,,,18S020
2,23,3,same,TRUE,j,0,j,90,1.268312651,8018,,,18S020
2,24,2,diff,TRUE,s,90,l,90,0.784712505,8018,,,18S020
2,25,2,diff,TRUE,t,180,i,90,0.634758217,8018,,,18S020
2,26,2,diff,TRUE,t,90,z,90,0.767964571,8018,,,18S020
2,27,2,diff,TRUE,l,180,j,90,1.585229902,8018,,,18S020
2,28,2,diff,TRUE,z,90,j,90,0.75166482,8018,,,18S020
2,29,2,diff,TRUE,t,90,j,0,0.718506274,8018,,,18S020
2,30,3,same,TRUE,l,90,l,180,1.335124238,8018,,,18S020
2,31,3,same,TRUE,l,270,l,90,1.468765282,8018,,,18S020
2,32,2,diff,TRUE,j,0,l,90,1.334918928,8018,,,18S020
2,33,2,diff,TRUE,s,90,t,0,1.119945781,8018,,,18S020
2,34,2,diff,TRUE,s,90,z,0,1.251481572,8018,,,18S020
2,35,3,same,TRUE,l,180,l,90,1.30212943,8018,,,18S020
2,36,2,diff,TRUE,t,90,o,0,0.783300495,8018,,,18S020
2,37,2,diff,TRUE,i,90,j,90,0.767991192,8018,,,18S020
2,38,3,same,TRUE,l,90,l,0,1.501867304,8018,,,18S020
2,39,2,diff,TRUE,z,0,l,180,0.801073522,8018,,,18S020
2,40,2,diff,TRUE,j,90,s,90,0.818129239,8018,,,18S020
2,41,2,diff,TRUE,l,180,i,0,0.584910449,8018,,,18S020
2,42,2,diff,TRUE,l,270,s,0,0.650276841,8018,,,18S020
2,43,3,same,TRUE,i,0,i,0,0.734736738,8018,,,18S020
2,44,2,diff,TRUE,t,0,l,180,0.601092412,8018,,,18S020
2,45,2,diff,TRUE,o,0,l,180,0.536199729,8018,,,18S020
2,46,3,same,TRUE,j,270,j,0,1.034795195,8018,,,18S020
2,47,3,same,TRUE,i,90,i,90,0.584969161,8018,,,18S020
2,48,3,same,TRUE,s,0,s,90,1.469076347,8018,,,18S020
2,49,3,same,TRUE,t,270,t,270,0.601156959,8018,,,18S020
2,50,3,same,TRUE,j,270,j,270,0.734896099,8018,,,18S020
2,51,3,same,TRUE,t,0,t,270,0.969290592,8018,,,18S020
2,52,2,diff,TRUE,j,90,l,180,2.903391415,8018,,,18S020
2,53,3,same,TRUE,j,90,j,180,1.034952004,8018,,,18S020
2,54,3,same,TRUE,l,270,l,0,1.735448578,8018,,,18S020
2,55,2,diff,TRUE,l,0,t,90,0.851764776,8018,,,18S020
2,56,3,same,TRUE,j,90,j,0,1.369324653,8018,,,18S020
2,57,2,diff,TRUE,t,180,j,0,0.73486182,8018,,,18S020
2,58,2,diff,TRUE,z,90,l,270,0.901240214,8018,,,18S020
2,59,3,same,TRUE,j,0,j,270,1.368712733,8018,,,18S020
3,0,3,same,TRUE,j,180,j,180,0.735086458,8018,,,18S020
3,1,2,diff,TRUE,t,270,l,90,0.534518591,8018,,,18S020
3,2,3,same,TRUE,l,270,l,180,0.784915992,8018,,,18S020
3,3,3,same,TRUE,j,0,j,180,0.851626201,8018,,,18S020
3,4,3,same,TRUE,t,90,t,270,0.751226848,8018,,,18S020
3,5,2,diff,TRUE,t,270,o,0,0.667950313,8018,,,18S020
3,6,3,same,TRUE,l,0,l,90,1.034755445,8018,,,18S020
3,7,2,diff,TRUE,o,0,s,90,0.551231516,8018,,,18S020
3,8,2,same,FALSE,j,90,j,270,2.502732306,8018,,,18S020
3,9,3,same,TRUE,t,90,t,180,0.834361162,8018,,,18S020
3,10,3,same,TRUE,j,180,j,90,1.285377485,8018,,,18S020
3,11,2,diff,TRUE,l,0,z,0,0.834708694,8018,,,18S020
3,12,2,diff,TRUE,z,90,t,0,0.901993262,8018,,,18S020
3,13,3,same,TRUE,t,180,t,180,0.666857026,8018,,,18S020
3,14,2,diff,TRUE,j,270,l,90,1.001627532,8018,,,18S020
3,15,2,diff,TRUE,j,90,l,0,1.652013774,8018,,,18S020
3,16,3,same,TRUE,l,0,l,0,0.951535434,8018,,,18S020
3,17,2,diff,TRUE,t,180,j,270,0.618040551,8018,,,18S020
3,18,2,same,FALSE,j,270,j,180,0.401471233,8018,,,18S020
3,19,2,diff,TRUE,t,90,z,0,0.916855111,8018,,,18S020
3,20,2,diff,TRUE,l,0,t,180,0.634637146,8018,,,18S020
3,21,2,diff,TRUE,j,0,t,90,0.518010976,8018,,,18S020
3,22,3,same,TRUE,t,90,t,0,0.800138867,8018,,,18S020
3,23,2,same,FALSE,z,0,z,90,0.517939865,8018,,,18S020
3,24,2,diff,TRUE,s,90,j,180,0.583906142,8018,,,18S020
3,25,2,diff,TRUE,l,0,i,90,0.58705144,8018,,,18S020
3,26,2,diff,TRUE,s,90,o,0,0.417680546,8018,,,18S020
3,27,3,same,TRUE,t,0,t,90,0.517701369,8018,,,18S020
3,28,2,diff,TRUE,i,0,z,0,0.38429955,8018,,,18S020
3,29,3,same,TRUE,z,90,z,90,0.500792615,8018,,,18S020
3,30,3,same,TRUE,t,180,t,0,0.767898566,8018,,,18S020
3,31,3,same,TRUE,t,270,t,90,0.451622773,8018,,,18S020
3,32,3,same,TRUE,z,0,z,0,0.483557479,8018,,,18S020
3,33,3,same,TRUE,l,0,l,180,0.801400633,8018,,,18S020
3,34,2,diff,TRUE,j,180,t,180,0.701356836,8018,,,18S020
3,35,3,same,TRUE,t,180,t,90,0.803218159,8018,,,18S020
3,36,3,same,TRUE,j,90,j,90,0.651452179,8018,,,18S020
3,37,3,same,TRUE,l,270,l,270,0.484911507,8018,,,18S020
3,38,3,same,TRUE,t,180,t,270,0.618126613,8018,,,18S020
3,39,2,diff,TRUE,j,0,i,0,0.451044768,8018,,,18S020
3,40,2,diff,TRUE,i,90,j,0,0.618148494,8018,,,18S020
3,41,3,same,TRUE,j,0,j,0,0.584471019,8018,,,18S020
3,42,3,same,TRUE,t,0,t,0,0.601082201,8018,,,18S020
3,43,2,diff,TRUE,l,90,i,0,0.50119813,8018,,,18S020
3,44,3,same,TRUE,j,180,j,0,1.18508097,8018,,,18S020
3,45,3,same,TRUE,t,90,t,90,0.550729727,8018,,,18S020
3,46,3,same,TRUE,s,90,s,90,0.551242821,8018,,,18S020
3,47,2,diff,TRUE,l,90,t,180,0.867964973,8018,,,18S020
3,48,3,same,TRUE,l,180,l,270,0.766412891,8018,,,18S020
3,49,2,diff,TRUE,s,90,l,180,0.501072683,8018,,,18S020
3,50,3,same,TRUE,l,0,l,270,0.751771669,8018,,,18S020
3,51,3,same,TRUE,l,180,l,180,0.553121247,8018,,,18S020
3,52,3,same,TRUE,t,270,t,180,0.567884271,8018,,,18S020
3,53,3,same,TRUE,i,90,i,0,0.534486135,8018,,,18S020
3,54,3,same,TRUE,j,180,j,270,0.818593102,8018,,,18S020
3,55,3,same,TRUE,j,270,j,90,1.23497651,8018,,,18S020
3,56,2,diff,TRUE,i,0,s,90,0.734928191,8018,,,18S020
3,57,3,same,TRUE,s,0,s,0,0.751368706,8018,,,18S020
3,58,3,same,TRUE,i,0,i,90,0.834961048,8018,,,18S020
3,59,3,same,TRUE,l,180,l,0,1.051782353,8018,,,18S020
3,60,3,same,TRUE,l,90,l,270,1.303672723,8018,,,18S020
4,0,2,diff,TRUE,l,90,z,90,0.801193499,8018,,,18S020
4,1,2,diff,TRUE,s,0,l,0,0.470067162,8018,,,18S020
4,2,2,same,FALSE,z,90,z,90,0.351108913,8018,,,18S020
4,3,3,same,TRUE,j,180,j,0,0.518351944,8018,,,18S020
4,4,2,diff,TRUE,s,0,i,90,0.517145609,8018,,,18S020
4,5,3,same,TRUE,l,90,l,180,0.584732125,8018,,,18S020
4,6,2,diff,TRUE,i,0,l,90,0.484383826,8018,,,18S020
4,7,2,diff,TRUE,j,180,t,90,0.518214463,8018,,,18S020
4,8,2,diff,TRUE,l,90,t,90,0.416690826,8018,,,18S020
4,9,2,diff,TRUE,l,180,o,0,0.367654454,8018,,,18S020
4,10,2,same,FALSE,t,270,t,90,0.251413378,8018,,,18S020
4,11,3,same,TRUE,l,90,l,90,0.668074301,8018,,,18S020
4,12,3,same,TRUE,j,0,j,270,0.717943584,8018,,,18S020
4,13,3,same,TRUE,l,270,l,270,0.550655334,8018,,,18S020
4,14,2,diff,TRUE,l,270,t,90,0.467787596,8018,,,18S020
4,15,3,same,TRUE,j,0,j,180,0.70166389,8018,,,18S020
4,16,3,diff,FALSE,j,0,l,180,0.618368026,8018,,,18S020
4,17,2,diff,TRUE,l,270,o,0,0.56841341,8018,,,18S020
4,18,3,same,TRUE,l,270,l,90,0.850379387,8018,,,18S020
4,19,2,diff,TRUE,j,270,t,180,0.434422281,8018,,,18S020
4,20,2,diff,TRUE,t,0,z,90,0.551166969,8018,,,18S020
4,21,2,same,FALSE,t,90,t,270,0.469358604,8018,,,18S020
4,22,2,diff,TRUE,i,90,j,180,0.417831521,8018,,,18S020
4,23,2,diff,TRUE,l,0,s,0,0.534110158,8018,,,18S020
4,24,3,same,TRUE,l,0,l,90,0.70137981,8018,,,18S020
4,25,2,diff,TRUE,j,180,t,0,0.818056669,8018,,,18S020
4,26,3,same,TRUE,l,0,l,270,0.651158983,8018,,,18S020
4,27,2,diff,TRUE,s,0,j,0,0.584410484,8018,,,18S020
4,28,2,diff,TRUE,j,90,o,0,0.584624546,8018,,,18S020
4,29,2,same,FALSE,l,90,l,0,0.41783772,8018,,,18S020
4,30,2,diff,TRUE,t,270,i,90,0.518064583,8018,,,18S020
4,31,3,same,TRUE,l,180,l,90,0.899760739,8018,,,18S020
4,32,3,same,TRUE,j,270,j,270,0.651275313,8018,,,18S020
4,33,3,same,TRUE,j,270,j,90,1.018979728,8018,,,18S020
4,34,3,same,TRUE,l,90,l,270,1.100330794,8018,,,18S020
4,35,2,diff,TRUE,z,90,i,0,0.901305125,8018,,,18S020
4,36,3,same,TRUE,l,180,l,270,0.668327019,8018,,,18S020
4,37,2,diff,TRUE,t,0,l,270,0.600146088,8018,,,18S020
4,38,3,same,TRUE,i,90,i,0,0.56787406,8018,,,18S020
4,39,3,same,TRUE,j,90,j,270,0.701742294,8018,,,18S020
4,40,2,same,FALSE,i,0,i,0,0.569844383,8018,,,18S020
4,41,2,same,FALSE,t,180,t,0,0.568105262,8018,,,18S020
4,42,3,same,TRUE,t,180,t,90,0.785145006,8018,,,18S020
4,43,3,same,TRUE,j,90,j,90,0.851538315,8018,,,18S020
4,44,2,diff,TRUE,i,0,j,270,0.451033827,8018,,,18S020
4,45,3,diff,FALSE,l,90,j,90,0.634512793,8018,,,18S020
4,46,2,diff,TRUE,t,180,l,180,0.651340225,8018,,,18S020
4,47,3,same,TRUE,l,180,l,180,0.501337435,8018,,,18S020
4,48,2,diff,TRUE,t,270,z,0,0.484699268,8018,,,18S020
4,49,2,diff,TRUE,t,180,l,90,0.551520336,8018,,,18S020
4,50,3,same,TRUE,s,0,s,90,0.616285384,8018,,,18S020
4,51,3,same,TRUE,l,270,l,0,0.701104847,8018,,,18S020
4,52,2,diff,TRUE,s,90,t,270,0.568332088,8018,,,18S020
4,53,2,diff,TRUE,o,0,z,90,0.534160118,8018,,,18S020
4,54,3,same,TRUE,l,0,l,0,0.517723979,8018,,,18S020
4,55,2,same,FALSE,t,180,t,270,0.584177823,8018,,,18S020
4,56,2,diff,TRUE,l,0,z,90,0.517523409,8018,,,18S020
4,57,2,diff,TRUE,l,270,i,90,0.200925976,8018,,,18S020
4,58,2,diff,TRUE,z,0,s,0,0.234178242,8018,,,18S020
4,59,2,diff,TRUE,j,270,z,0,0.451522123,8018,,,18S020
5,0,2,same,FALSE,s,90,s,90,0.301357055,8018,,,18S020
5,1,3,diff,FALSE,i,0,l,270,0.400576328,8018,,,18S020
5,2,2,same,FALSE,t,90,t,0,0.484472077,8018,,,18S020
5,3,3,same,TRUE,j,270,j,0,0.634943835,8018,,,18S020
5,4,3,diff,FALSE,z,90,l,180,0.48474631,8018,,,18S020
5,5,2,diff,TRUE,t,180,j,180,1.01862709,8018,,,18S020
5,6,3,same,TRUE,s,0,s,0,0.618260083,8018,,,18S020
5,7,3,diff,FALSE,z,90,t,180,0.551247197,8018,,,18S020
5,8,3,diff,FALSE,l,0,j,270,0.617945736,8018,,,18S020
5,9,3,same,TRUE,j,180,j,180,0.617815548,8018,,,18S020
5,10,2,diff,TRUE,o,0,j,90,0.48449104,8018,,,18S020
5,11,2,diff,TRUE,j,90,l,270,0.934387455,8018,,,18S020
5,12,2,diff,TRUE,l,180,z,0,0.667837264,8018,,,18S020
5,13,2,diff,TRUE,s,0,t,270,0.567208533,8018,,,18S020
5,14,3,same,TRUE,s,90,s,0,0.800074685,8018,,,18S020
5,15,3,same,TRUE,t,180,t,180,0.667985321,8018,,,18S020
5,16,2,diff,TRUE,t,90,s,0,0.751989378,8018,,,18S020
5,17,2,diff,TRUE,s,90,j,270,0.64931046,8018,,,18S020
5,18,2,same,FALSE,j,270,j,180,1.418420466,8018,,,18S020
5,19,3,same,TRUE,j,90,j,0,2.168995645,8018,,,18S020
5,20,2,diff,TRUE,j,90,i,0,0.768010885,8018,,,18S020
5,21,2,diff,TRUE,i,0,j,0,0.65125708,8018,,,18S020
5,22,3,same,TRUE,t,270,t,0,0.634659755,8018,,,18S020
5,23,2,same,FALSE,i,0,i,90,0.534353394,8018,,,18S020
5,24,2,same,FALSE,j,180,j,270,0.551336542,8018,,,18S020
5,25,3,same,TRUE,z,0,z,90,0.768236617,8018,,,18S020
5,26,2,diff,TRUE,o,0,t,270,0.483405046,8018,,,18S020
5,27,2,same,FALSE,o,0,o,0,0.451132654,8018,,,18S020
5,28,2,diff,TRUE,t,270,j,180,0.918362666,8018,,,18S020
5,29,2,diff,TRUE,l,90,z,0,0.786332379,8018,,,18S020
5,30,2,diff,TRUE,l,270,t,180,0.751476284,8018,,,18S020
5,31,3,diff,FALSE,l,90,j,270,0.551179003,8018,,,18S020
5,32,3,same,TRUE,t,270,t,180,0.854448034,8018,,,18S020
5,33,3,same,TRUE,j,180,j,90,1.135333852,8018,,,18S020
5,34,2,diff,TRUE,i,0,t,270,0.767064196,8018,,,18S020
5,35,2,diff,TRUE,z,90,j,0,1.019978929,8018,,,18S020
5,36,2,diff,TRUE,t,0,s,90,0.884653829,8018,,,18S020
5,37,3,same,TRUE,l,180,l,0,1.21865269,8018,,,18S020
5,38,2,diff,TRUE,l,90,s,0,0.802612438,8018,,,18S020
5,39,3,same,TRUE,t,0,t,180,0.718046057,8018,,,18S020
5,40,3,same,TRUE,t,0,t,0,0.585057412,8018,,,18S020
5,41,2,diff,TRUE,z,0,t,0,1.203121302,8018,,,18S020
5,42,3,same,TRUE,j,0,j,0,0.651138561,8018,,,18S020
5,43,3,same,TRUE,t,0,t,270,0.635019687,8018,,,18S020
5,44,3,same,TRUE,t,270,t,270,0.517740754,8018,,,18S020
5,45,3,same,TRUE,t,90,t,90,0.618058784,8018,,,18S020
5,46,2,diff,TRUE,z,90,l,90,0.684960081,8018,,,18S020
5,47,2,diff,TRUE,o,0,l,90,0.651377786,8018,,,18S020
5,48,2,diff,TRUE,j,270,t,0,0.734792168,8018,,,18S020
5,49,2,diff,TRUE,s,0,z,0,0.851011364,8018,,,18S020
5,50,3,same,TRUE,i,90,i,90,0.867972631,8018,,,18S020
5,51,3,same,TRUE,z,90,z,0,0.717942126,8018,,,18S020
5,52,3,same,TRUE,z,0,z,0,0.584535931,8018,,,18S020
5,53,3,same,TRUE,l,270,l,180,0.984811404,8018,,,18S020
5,54,3,same,TRUE,t,0,t,90,0.7346948,8018,,,18S020
5,55,3,same,TRUE,j,0,j,90,0.684732161,8018,,,18S020
5,56,2,diff,TRUE,j,0,i,90,0.718080337,8018,,,18S020
5,57,3,diff,FALSE,s,0,l,270,0.867580608,8018,,,18S020
5,58,3,same,TRUE,l,0,l,180,0.83459127,8018,,,18S020
5,59,3,same,TRUE,t,90,t,180,0.834974905,8018,,,18S020
5,60,3,same,TRUE,j,90,j,180,0.900877365,8018,,,18S020
6,0,2,diff,TRUE,t,270,l,0,0.751088638,8018,,,18S020
6,1,2,diff,TRUE,t,90,l,0,0.934842566,8018,,,18S020
6,2,2,diff,TRUE,z,0,l,270,0.567859473,8018,,,18S020
6,3,3,same,TRUE,t,90,t,180,0.701890351,8018,,,18S020
6,4,2,same,FALSE,l,90,l,180,0.551108257,8018,,,18S020
6,5,2,diff,TRUE,j,90,t,90,0.734787427,8018,,,18S020
6,6,2,diff,TRUE,j,180,o,0,0.551645419,8018,,,18S020
6,7,3,same,TRUE,j,90,j,180,0.901617649,8018,,,18S020
6,8,2,diff,TRUE,t,270,s,90,0.817971336,8018,,,18S020
6,9,2,diff,TRUE,t,270,s,0,0.784844881,8018,,,18S020
6,10,2,diff,TRUE,o,0,l,270,0.518282657,8018,,,18S020
6,11,3,same,TRUE,j,180,j,180,0.633767403,8018,,,18S020
6,12,3,same,TRUE,j,180,j,90,0.818325068,8018,,,18S020
6,13,2,diff,TRUE,j,90,z,90,0.668284352,8018,,,18S020
6,14,3,same,TRUE,i,0,i,0,0.632411916,8018,,,18S020
6,15,3,same,TRUE,s,90,s,0,0.751272432,8018,,,18S020
6,16,2,diff,TRUE,j,180,t,270,0.668393389,8018,,,18S020
6,17,2,diff,TRUE,i,0,t,0,0.603885801,8018,,,18S020
6,18,2,diff,TRUE,s,0,j,180,0.634463197,8018,,,18S020
6,19,3,same,TRUE,t,0,t,180,0.718412918,8018,,,18S020
6,20,2,diff,TRUE,j,0,t,270,0.734804567,8018,,,18S020
6,21,3,same,TRUE,t,180,t,90,0.718020895,8018,,,18S020
6,22,3,diff,FALSE,i,0,j,180,0.83470833,8018,,,18S020
6,23,3,same,TRUE,t,0,t,0,0.701144597,8018,,,18S020
6,24,2,diff,TRUE,l,0,o,0,0.61800846,8018,,,18S020
6,25,2,diff,TRUE,l,0,t,0,0.668320455,8018,,,18S020
6,26,3,same,TRUE,i,90,i,0,0.701254363,8018,,,18S020
6,27,3,same,TRUE,l,90,l,90,0.63043831,8018,,,18S020
6,28,3,diff,FALSE,l,270,j,0,0.668017777,8018,,,18S020
6,29,3,same,TRUE,j,270,j,0,0.668096182,8018,,,18S020
6,30,2,diff,TRUE,z,90,o,0,0.60004872,8018,,,18S020
6,31,3,same,TRUE,j,90,j,90,0.918316717,8018,,,18S020
6,32,3,same,TRUE,i,90,i,90,0.534844972,8018,,,18S020
6,33,3,same,TRUE,j,270,j,180,0.616270067,8018,,,18S020
6,34,2,diff,TRUE,z,0,o,0,0.451335776,8018,,,18S020
6,35,3,same,TRUE,t,90,t,0,0.585036261,8018,,,18S020
6,36,3,same,TRUE,t,270,t,270,0.517748777,8018,,,18S020
6,37,3,same,TRUE,t,270,t,90,0.651338037,8018,,,18S020
6,38,2,diff,TRUE,j,270,l,180,1.11830038,8018,,,18S020
6,39,3,diff,FALSE,l,270,j,90,0.734825353,8018,,,18S020
6,40,3,same,TRUE,l,180,l,0,1.285462089,8018,,,18S020
6,41,2,diff,TRUE,i,90,t,180,0.617639776,8018,,,18S020
6,42,3,same,TRUE,j,180,j,0,0.634676166,8018,,,18S020
6,43,2,diff,TRUE,z,90,l,0,0.684753677,8018,,,18S020
6,44,3,same,TRUE,t,180,t,270,0.801308371,8018,,,18S020
6,45,3,same,TRUE,l,180,l,180,0.684618019,8018,,,18S020
6,46,2,diff,TRUE,z,0,l,0,0.568011541,8018,,,18S020
6,47,3,same,TRUE,j,0,j,270,0.568123131,8018,,,18S020
6,48,2,diff,TRUE,s,0,o,0,0.568110732,8018,,,18S020
6,49,3,same,TRUE,t,180,t,180,0.617516882,8018,,,18S020
6,50,3,same,TRUE,j,270,j,270,0.601017289,8018,,,18S020
6,51,3,same,TRUE,t,180,t,0,0.667850757,8018,,,18S020
6,52,2,diff,TRUE,i,90,o,0,0.499438952,8018,,,18S020
6,53,3,diff,FALSE,z,0,t,90,0.567780704,8018,,,18S020
6,54,2,diff,TRUE,j,180,i,90,0.534911707,8018,,,18S020
6,55,3,same,TRUE,t,270,t,0,0.617912186,8018,,,18S020
6,56,2,diff,TRUE,t,90,l,270,0.684521745,8018,,,18S020
6,57,2,diff,TRUE,o,0,s,0,0.517927101,8018,,,18S020
6,58,3,same,TRUE,l,270,l,180,0.601338566,8018,,,18S020
6,59,2,same,FALSE,t,90,t,270,0.484426493,8018,,,18S020
7,0,3,same,TRUE,l,270,l,0,0.667898894,8018,,,18S020
7,1,3,diff,FALSE,l,270,j,180,0.584577139,8018,,,18S020
7,2,3,same,TRUE,s,0,s,90,0.769668684,8018,,,18S020
7,3,3,same,TRUE,j,0,j,90,0.617761941,8018,,,18S020
7,4,2,diff,TRUE,t,0,i,0,0.518124024,8018,,,18S020
7,5,3,same,TRUE,l,90,l,270,0.617706876,8018,,,18S020
7,6,2,diff,TRUE,i,90,j,270,0.501529253,8018,,,18S020
7,7,3,same,TRUE,l,180,l,90,0.735187472,8018,,,18S020
7,8,3,same,TRUE,t,90,t,90,0.551356234,8018,,,18S020
7,9,2,diff,TRUE,t,0,j,180,0.618067172,8018,,,18S020
7,10,3,same,TRUE,j,90,j,270,0.56797398,8018,,,18S020
7,11,2,diff,TRUE,i,90,l,180,0.53493067,8018,,,18S020
7,12,2,diff,TRUE,t,0,o,0,0.533105851,8018,,,18S020
7,13,3,same,TRUE,z,90,z,90,0.551237351,8018,,,18S020
7,14,2,diff,TRUE,j,0,t,180,0.61831442,8018,,,18S020
7,15,3,same,TRUE,l,0,l,180,0.569818856,8018,,,18S020
7,16,2,same,FALSE,o,0,o,0,0.501286381,8018,,,18S020
7,17,3,same,TRUE,j,180,j,270,0.734854527,8018,,,18S020
7,18,2,diff,TRUE,j,270,i,90,0.584568387,8018,,,18S020
7,19,2,diff,TRUE,i,0,j,90,0.568006436,8018,,,18S020
7,20,2,diff,TRUE,l,270,z,0,0.584483783,8018,,,18S020
7,21,2,diff,TRUE,l,0,t,270,0.567755177,8018,,,18S020
7,22,3,same,TRUE,t,270,t,180,0.751140786,8018,,,18S020
7,23,3,same,TRUE,l,0,l,90,0.634555459,8018,,,18S020
7,24,2,diff,TRUE,t,90,j,90,0.63470461,8018,,,18S020
7,25,2,diff,TRUE,i,0,t,180,1.000434325,8018,,,18S020
7,26,3,same,TRUE,l,270,l,270,0.55121073,8018,,,18S020
7,27,3,same,TRUE,z,0,z,0,0.568350322,8018,,,18S020
7,28,2,diff,TRUE,i,90,s,90,0.466341671,8018,,,18S020
7,29,3,same,TRUE,l,90,l,0,0.651192897,8018,,,18S020
7,30,2,diff,TRUE,z,0,t,270,0.517879329,8018,,,18S020
7,31,3,same,TRUE,z,90,z,0,0.651234105,8018,,,18S020
7,32,3,same,TRUE,i,0,i,90,0.684858702,8018,,,18S020
7,33,3,same,TRUE,j,90,j,0,1.501970141,8018,,,18S020
7,34,2,diff,TRUE,s,0,i,0,0.584595008,8018,,,18S020
7,35,2,diff,TRUE,s,0,t,180,1.234892635,8018,,,18S020
7,36,2,diff,TRUE,l,270,t,0,0.668401412,8018,,,18S020
7,37,3,diff,FALSE,j,0,l,0,0.668151612,8018,,,18S020
7,38,2,diff,TRUE,s,0,l,180,0.584569845,8018,,,18S020
7,39,3,same,TRUE,t,0,t,270,0.685090998,8018,,,18S020
7,40,2,diff,TRUE,j,90,i,90,0.61778528,8018,,,18S020
7,41,3,same,TRUE,s,90,s,90,0.568087758,8018,,,18S020
7,42,3,same,TRUE,l,0,l,0,0.484364863,8018,,,18S020
7,43,3,same,TRUE,l,0,l,270,0.651382527,8018,,,18S020
7,44,2,diff,TRUE,i,0,z,90,0.500796991,8018,,,18S020
7,45,2,diff,TRUE,i,90,t,0,0.500960729,8018,,,18S020
7,46,2,diff,TRUE,l,270,s,90,0.701124904,8018,,,18S020
7,47,3,same,TRUE,l,180,l,270,0.733059975,8018,,,18S020
7,48,2,same,FALSE,s,0,s,0,0.501225116,8018,,,18S020
7,49,2,same,FALSE,j,0,j,180,0.751740671,8018,,,18S020
7,50,3,same,TRUE,l,270,l,90,0.736669865,8018,,,18S020
7,51,2,diff,TRUE,s,90,t,180,0.568014823,8018,,,18S020
7,52,3,same,TRUE,t,0,t,90,0.534961667,8018,,,18S020
7,53,2,diff,TRUE,o,0,j,180,0.584719726,8018,,,18S020
7,54,2,diff,TRUE,l,270,i,0,0.551207448,8018,,,18S020
7,55,2,diff,TRUE,t,90,j,270,0.601129973,8018,,,18S020
7,56,3,same,TRUE,j,0,j,0,0.518088286,8018,,,18S020
7,57,2,same,FALSE,z,0,z,90,0.550798286,8018,,,18S020
7,58,3,same,TRUE,j,270,j,90,0.717895812,8018,,,18S020
7,59,3,diff,FALSE,l,90,j,0,0.685017335,8018,,,18S020
7,60,3,diff,FALSE,i,90,l,270,0.683210019,8018,,,18S020
8,0,2,diff,TRUE,t,0,s,0,0.551391972,8018,,,18S020
8,1,3,same,TRUE,s,90,s,0,0.618341405,8018,,,18S020
8,2,3,same,TRUE,i,0,i,0,0.501096022,8018,,,18S020
8,3,2,same,FALSE,l,270,l,180,0.40091839,8018,,,18S020
8,4,3,same,TRUE,l,90,l,180,0.601059227,8018,,,18S020
8,5,3,same,TRUE,t,0,t,0,0.550588599,8018,,,18S020
8,6,2,diff,TRUE,s,90,l,0,0.584349948,8018,,,18S020
8,7,3,same,TRUE,l,0,l,270,0.584487065,8018,,,18S020
8,8,2,diff,TRUE,l,180,z,90,0.434480628,8018,,,18S020
8,9,3,same,TRUE,s,0,s,90,0.536200094,8018,,,18S020
8,10,3,same,TRUE,j,180,j,270,0.534809235,8018,,,18S020
8,11,3,same,TRUE,l,180,l,180,0.568254777,8018,,,18S020
8,12,3,same,TRUE,l,0,l,0,0.434693597,8018,,,18S020
8,13,3,same,TRUE,t,270,t,270,0.55131612,8018,,,18S020
8,14,3,diff,FALSE,s,0,z,90,0.451500608,8018,,,18S020
8,15,2,diff,TRUE,z,0,j,0,0.618127343,8018,,,18S020
8,16,2,diff,TRUE,l,0,j,90,0.584240547,8018,,,18S020
8,17,2,same,FALSE,t,90,t,180,0.684680742,8018,,,18S020
8,18,2,diff,TRUE,j,0,z,90,0.53484169,8018,,,18S020
8,19,2,diff,TRUE,j,270,o,0,0.432996413,8018,,,18S020
8,20,3,same,TRUE,l,180,l,270,0.584671589,8018,,,18S020
8,21,3,same,TRUE,t,0,t,180,0.484189091,8018,,,18S020
8,22,2,diff,TRUE,o,0,i,90,0.467878035,8018,,,18S020
8,23,3,same,TRUE,j,90,j,270,0.534790272,8018,,,18S020
8,24,2,diff,TRUE,t,270,l,180,0.501368432,8018,,,18S020
8,25,3,same,TRUE,t,90,t,90,0.501149994,8018,,,18S020
